Chromosome	tid	Strand	start_codon	ORF_start	ORF_end	ORF_length	Start	End	ORF_type
Chr3	AT3G20080.3	+	ATG	3039	3093	54	7012812	7012866	dORF
Chr5	AT5G39660.2	+	ATG	1904	1958	54	15881350	15881404	dORF
Chr3	AT3G61700.3	+	ATG	2264	2318	54	22839038	22839092	dORF
Chr2	AT2G29930.1	-	ATG	245	299	54	12758259	12758313	uORF
Chr3	AT3G22210.1	-	ATG	357	411	54	7838969	7839023	dORF
Chr5	AT5G45350.3	-	ATG	44	98	54	18383221	18383275	uORF
Chr3	AT3G22500.1	-	ATG	944	998	54	7971734	7971788	dORF
Chr1	AT1G22110.3	-	ATG	1952	2006	54	7800560	7800614	dORF
Chr5	AT5G42990.1	-	ATG	658	712	54	17244063	17244117	dORF
Chr1	AT1G57990.1	-	ATG	1505	1559	54	21441477	21441531	dORF
Chr2	AT2G22490.2	-	ATG	91	145	54	9556000	9556054	uORF
Chr3	AT3G05890.1	-	ATG	620	674	54	1757637	1757691	dORF
Chr3	AT3G19960.3	+	ATG	4031	4085	54	6956821	6956875	dORF
Chr1	AT1G23560.1	-	ATG	1165	1219	54	8352698	8352752	dORF
Chr1	AT1G57990.1	-	ATG	1414	1468	54	21441568	21441622	dORF
Chr1	AT1G76185.1	+	ATG	7	61	54	28590331	28590385	uORF
Chr3	AT3G27475.2	+	ATG	483	537	54	10173556	10173610	dORF
Chr1	AT1G16810.1	+	ATG	177	231	54	5755764	5755818	uORF
Chr5	AT5G23820.1	+	ATG	947	1001	54	8033040	8033094	dORF
Chr1	AT1G56720.2	-	ATG	1967	2021	54	21263467	21263521	dORF
Chr1	AT1G76130.2	+	ATG	143	197	54	28560771	28560825	uORF
Chr1	AT1G21080.2	-	ATG	1431	1485	54	7378598	7378652	dORF
Chr1	AT1G28250.1	+	ATG	430	484	54	9875247	9875301	dORF
Chr2	AT2G21540.5	-	ATG	26	80	54	9224416	9224470	uORF
Chr4	AT4G00560.2	-	ATG	1102	1156	54	240731	240785	dORF
Chr4	AT4G35760.2	-	ATG	1605	1659	54	16942332	16942386	dORF
Chr5	AT5G49230.2	-	ATG	887	941	54	19958936	19958990	dORF
Chr3	AT3G61850.5	+	ATG	1306	1360	54	22897170	22897224	dORF
Chr3	AT3G13520.1	+	ATG	683	737	54	4409607	4409661	dORF
Chr3	AT3G22540.1	-	ATG	646	700	54	7984133	7984187	dORF
Chr1	AT1G56520.3	-	ATG	3637	3691	54	21174784	21174838	dORF
Chr3	AT3G51040.1	-	ATG	924	978	54	18952192	18952246	dORF
Chr1	AT1G21080.3	-	ATG	1758	1812	54	7378598	7378652	dORF
Chr5	AT5G24520.3	-	ATG	1194	1248	54	8370899	8370953	dORF
Chr1	AT1G71450.1	+	ATG	644	698	54	26927655	26927709	dORF
Chr1	AT1G66470.1	+	ATG	1233	1287	54	24796822	24796876	dORF
Chr3	AT3G15240.2	+	ATG	143	197	54	5133586	5133640	uORF
Chr1	AT1G12760.2	+	ATG	1626	1680	54	4350736	4350790	dORF
Chr2	AT2G04230.1	-	ATG	1843	1897	54	1446896	1446950	dORF
Chr1	AT1G02405.1	-	ATG	537	591	54	490036	490090	dORF
Chr1	AT1G67880.1	-	ATG	1562	1616	54	25454007	25454061	dORF
Chr3	AT3G19990.1	+	ATG	1426	1480	54	6967183	6967237	dORF
Chr5	AT5G43300.1	-	ATG	1579	1633	54	17376637	17376691	dORF
Chr2	AT2G24070.3	-	ATG	281	335	54	10234453	10234507	uORF
Chr5	AT5G66800.1	+	ATG	856	910	54	26672260	26672314	dORF
Chr2	AT2G40460.1	+	ATG	1976	2030	54	16901179	16901233	dORF
Chr1	AT1G76780.2	+	ATG	836	890	54	28815269	28815323	uORF
Chr5	AT5G24520.1	-	ATG	1648	1702	54	8370445	8370499	dORF
Chr3	AT3G25585.3	+	ATG	1788	1842	54	9298685	9298739	dORF
Chr5	AT5G65470.1	+	ATG	2083	2137	54	26175049	26175103	dORF
Chr1	AT1G21920.1	-	ATG	1817	1871	54	7704224	7704278	dORF
Chr3	AT3G25585.2	+	ATG	1650	1704	54	9298685	9298739	dORF
Chr1	AT1G21920.2	-	ATG	1838	1892	54	7704224	7704278	dORF
Chr1	AT1G21470.1	-	ATG	964	1018	54	7516046	7516100	dORF
Chr5	AT5G22820.3	-	ATG	1904	1958	54	7623244	7623298	dORF
Chr3	AT3G54960.1	-	ATG	1852	1906	54	20363399	20363453	dORF
Chr3	AT3G45750.5	-	ATG	2302	2356	54	16793751	16793805	dORF
Chr4	AT4G26420.1	-	ATG	1236	1290	54	13350817	13350871	dORF
Chr2	AT2G34640.1	-	ATG	112	166	54	14584631	14584685	uORF
Chr3	AT3G14870.1	+	ATG	500	554	54	5003406	5003460	uORF
Chr1	AT1G07620.3	-	ATG	77	131	54	2346731	2346785	uORF
Chr3	AT3G45750.4	-	ATG	2518	2572	54	16793677	16793731	dORF
Chr4	AT4G24290.3	+	ATG	2132	2186	54	12597846	12597900	dORF
Chr2	AT2G42600.3	-	ATG	3404	3458	54	17734380	17734434	dORF
Chr3	AT3G14870.3	+	ATG	500	554	54	5003406	5003460	uORF
Chr1	AT1G21470.2	-	ATG	768	822	54	7516046	7516100	dORF
Chr5	AT5G03730.2	-	ATG	2694	2748	54	974864	974918	dORF
Chr1	AT1G06430.1	-	ATG	27	81	54	1963108	1963162	uORF
Chr3	AT3G05380.1	+	ATG	3620	3674	54	1546409	1546463	dORF
Chr3	AT3G19960.5	+	ATG	4490	4544	54	6957548	6957602	dORF
Chr3	AT3G45750.2	-	ATG	2362	2416	54	16793677	16793731	dORF
Chr5	AT5G46240.1	-	ATG	136	190	54	18747216	18747270	uORF
Chr3	AT3G45750.3	-	ATG	2022	2076	54	16793677	16793731	dORF
Chr1	AT1G56520.5	-	ATG	3704	3758	54	21174784	21174838	dORF
Chr3	AT3G45750.1	-	ATG	2367	2421	54	16793677	16793731	dORF
Chr5	AT5G49230.1	-	ATG	952	1006	54	19958936	19958990	dORF
Chr1	AT1G20696.5	+	ATG	1280	1334	54	7181482	7181536	dORF
Chr2	AT2G34850.2	-	ATG	207	261	54	14706950	14707004	uORF
Chr5	AT5G66900.1	-	ATG	2548	2602	54	26714796	26714850	dORF
Chr1	AT1G23310.1	-	ATG	2146	2200	54	8268389	8268443	dORF
Chr3	AT3G45750.5	-	ATG	2376	2430	54	16793677	16793731	dORF
Chr3	AT3G11420.1	+	ATG	45	99	54	3591295	3591349	uORF
Chr2	AT2G26865.1	-	ATG	272	326	54	11455543	11455597	dORF
Chr4	AT4G35570.1	-	ATG	639	693	54	16887140	16887194	dORF
Chr5	AT5G14290.1	-	ATG	528	582	54	4612156	4612210	dORF
Chr5	AT5G62140.1	-	ATG	991	1045	54	24954370	24954424	dORF
Chr5	AT5G57210.2	-	ATG	2487	2541	54	23180992	23181046	dORF
Chr4	AT4G09820.1	+	ATG	23	77	54	6181903	6181957	uORF
Chr1	AT1G01470.1	-	ATG	612	666	54	172206	172260	dORF
Chr3	AT3G14160.1	+	ATG	1777	1831	54	4695421	4695475	dORF
Chr5	AT5G02020.2	-	ATG	1225	1279	54	386158	386212	dORF
Chr2	AT2G02090.1	+	ATG	20	74	54	523242	523296	uORF
Chr3	AT3G14210.1	+	ATG	284	338	54	4729682	4729736	uORF
Chr1	AT1G13420.1	+	ATG	1232	1286	54	4605919	4605973	dORF
Chr3	AT3G14210.2	+	ATG	1427	1481	54	4731665	4731719	dORF
Chr4	AT4G34680.1	+	ATG	5	59	54	16553149	16553203	uORF
Chr1	AT1G13260.1	+	ATG	1686	1740	54	4543853	4543907	dORF
Chr3	AT3G53420.1	-	ATG	1346	1400	54	19803645	19803699	dORF
Chr4	AT4G04740.4	-	ATG	2931	2985	54	2404227	2404281	dORF
Chr4	AT4G24290.1	+	ATG	2379	2433	54	12597846	12597900	dORF
Chr3	AT3G25585.5	+	ATG	1952	2006	54	9298685	9298739	dORF
Chr3	AT3G55240.1	-	ATG	1367	1421	54	20473369	20473423	dORF
Chr1	AT1G22960.1	-	ATG	2413	2467	54	8127989	8128043	dORF
Chr1	AT1G01320.1	-	ATG	5676	5730	54	121494	121548	dORF
Chr3	AT3G14210.1	+	ATG	1769	1823	54	4731665	4731719	dORF
Chr1	AT1G01320.2	-	ATG	5653	5707	54	121494	121548	dORF
Chr3	AT3G14870.1	+	ATG	888	942	54	5003794	5003848	uORF
Chr1	AT1G01100.2	-	ATG	679	733	54	49983	50037	dORF
Chr3	AT3G63340.8	-	ATG	159	213	54	23398213	23398267	uORF
Chr5	AT5G65060.3	+	ATG	1284	1338	54	25991232	25991286	dORF
Chr1	AT1G76990.2	+	ATG	46	100	54	28932913	28932967	uORF
Chr3	AT3G05380.4	+	ATG	3501	3555	54	1546354	1546408	dORF
Chr1	AT1G01100.3	-	ATG	429	483	54	50172	50226	dORF
Chr5	AT5G65060.2	+	ATG	755	809	54	25991232	25991286	dORF
Chr1	AT1G01100.4	-	ATG	470	524	54	50172	50226	dORF
Chr1	AT1G76920.1	+	ATG	195	249	54	28892170	28892224	uORF
Chr5	AT5G65060.1	+	ATG	976	1030	54	25991232	25991286	dORF
Chr1	AT1G07570.1	-	ATG	86	140	54	2333375	2333429	uORF
Chr3	AT3G05380.3	+	ATG	3654	3708	54	1546354	1546408	dORF
Chr5	AT5G62440.1	-	ATG	1100	1154	54	25072226	25072280	dORF
Chr3	AT3G15530.1	-	ATG	1275	1329	54	5253053	5253107	dORF
Chr5	AT5G43270.2	-	ATG	165	219	54	17363661	17363715	uORF
Chr1	AT1G07620.2	-	ATG	81	135	54	2346731	2346785	uORF
Chr3	AT3G12920.1	-	ATG	1364	1418	54	4121975	4122029	dORF
Chr1	AT1G01100.1	-	ATG	450	504	54	50172	50226	dORF
Chr1	AT1G22960.2	-	ATG	2413	2467	54	8127989	8128043	dORF
Chr4	AT4G17270.1	+	ATG	1532	1586	54	9678718	9678772	dORF
Chr3	AT3G45750.4	-	ATG	2444	2498	54	16793751	16793805	dORF
Chr3	AT3G54970.1	-	ATG	1167	1221	54	20368230	20368284	dORF
Chr4	AT4G16980.1	+	ATG	935	989	54	9557717	9557771	dORF
Chr3	AT3G12700.1	+	ATG	101	155	54	4037045	4037099	uORF
Chr5	AT5G24520.2	-	ATG	1188	1242	54	8370899	8370953	dORF
Chr4	AT4G02450.1	-	ATG	907	961	54	1073916	1073970	dORF
Chr1	AT1G06430.1	-	ATG	31	85	54	1963104	1963158	uORF
Chr1	AT1G21830.1	-	ATG	1191	1245	54	7661008	7661062	dORF
Chr1	AT1G07620.1	-	ATG	104	158	54	2346731	2346785	uORF
Chr4	AT4G24290.2	+	ATG	2306	2360	54	12597846	12597900	dORF
Chr1	AT1G23720.2	+	ATG	21	75	54	8388317	8388371	uORF
Chr3	AT3G54970.2	-	ATG	1114	1168	54	20368230	20368284	dORF
Chr3	AT3G61830.2	+	ATG	2089	2143	54	22891285	22891339	dORF
Chr5	AT5G45860.1	-	ATG	2	56	54	18604621	18604675	uORF
Chr1	AT1G01320.3	-	ATG	5655	5709	54	121494	121548	dORF
Chr1	AT1G01100.2	-	ATG	490	544	54	50172	50226	dORF
Chr2	AT2G38640.1	-	ATG	844	898	54	16157603	16157657	dORF
Chr1	AT1G76990.3	+	ATG	46	100	54	28932913	28932967	uORF
Chr3	AT3G63340.7	-	ATG	159	213	54	23398213	23398267	uORF
Chr2	AT2G28390.1	-	ATG	101	155	54	12143510	12143564	uORF
Chr1	AT1G06430.2	-	ATG	275	329	54	1962636	1962690	uORF
Chr3	AT3G61850.1	+	ATG	1138	1192	54	22897170	22897224	dORF
Chr5	AT5G64905.1	+	ATG	465	519	54	25940026	25940080	dORF
Chr5	AT5G06710.2	-	ATG	42	96	54	2070470	2070524	uORF
Chr5	AT5G52210.1	+	ATG	892	946	54	21206997	21207051	dORF
Chr1	AT1G22030.1	-	ATG	1651	1705	54	7759147	7759201	dORF
Chr4	AT4G12690.2	+	ATG	107	161	54	7480662	7480716	uORF
Chr3	AT3G29075.1	-	ATG	1093	1147	54	11051509	11051563	dORF
Chr2	AT2G03740.1	-	ATG	730	784	54	1142797	1142851	dORF
Chr4	AT4G00670.1	-	ATG	447	501	54	278331	278385	dORF
Chr4	AT4G16690.1	-	ATG	1132	1186	54	9392233	9392287	dORF
Chr1	AT1G07300.3	-	ATG	96	150	54	2247090	2247144	uORF
Chr4	AT4G32290.1	-	ATG	1681	1735	54	15589478	15589532	dORF
Chr5	AT5G23880.1	+	ATG	2459	2513	54	8058275	8058329	dORF
Chr5	AT5G01010.3	-	ATG	1557	1611	54	1324	1378	dORF
Chr1	AT1G15410.1	+	ATG	176	230	54	5298685	5298739	uORF
Chr2	AT2G40400.1	+	ATG	2557	2611	54	16872744	16872798	dORF
Chr3	AT3G63340.6	-	ATG	127	181	54	23398213	23398267	uORF
Chr3	AT3G14100.1	+	ATG	1535	1589	54	4676090	4676144	dORF
Chr4	AT4G34850.1	+	ATG	44	98	54	16608247	16608301	uORF
Chr2	AT2G28620.2	-	ATG	3390	3444	54	12265103	12265157	dORF
Chr5	AT5G43310.4	-	ATG	57	111	54	17385424	17385478	uORF
Chr1	AT1G65840.1	+	ATG	2082	2136	54	24492901	24492955	dORF
Chr4	AT4G33860.1	-	ATG	1846	1900	54	16230028	16230082	dORF
Chr1	AT1G56680.1	-	ATG	918	972	54	21250322	21250376	dORF
Chr5	AT5G01010.1	-	ATG	1558	1612	54	1324	1378	dORF
Chr1	AT1G20696.4	+	ATG	1368	1422	54	7181482	7181536	dORF
Chr5	AT5G06710.1	-	ATG	42	96	54	2070470	2070524	uORF
Chr3	AT3G47500.1	-	ATG	1553	1607	54	17504175	17504229	dORF
Chr3	AT3G13050.1	+	ATG	84	138	54	4176475	4176529	uORF
Chr5	AT5G24520.4	-	ATG	1243	1297	54	8370899	8370953	dORF
Chr3	AT3G14870.5	+	ATG	563	617	54	5003794	5003848	uORF
Chr2	AT2G47500.2	+	ATG	3604	3658	54	19498104	19498158	dORF
Chr1	AT1G80470.1	+	ATG	120	174	54	30256184	30256326	uORF
Chr2	AT2G32970.4	-	ATG	491	545	54	13995223	13995277	uORF
Chr1	AT1G07980.1	-	ATG	67	121	54	2475007	2475061	uORF
Chr3	AT3G19960.4	+	ATG	4608	4662	54	6957548	6957602	dORF
Chr1	AT1G56680.2	-	ATG	965	1019	54	21250322	21250376	dORF
Chr5	AT5G41610.1	-	ATG	281	335	54	16641598	16641652	uORF
Chr2	AT2G27385.3	-	ATG	778	832	54	11716269	11716554	dORF
Chr3	AT3G13530.1	-	ATG	3027	3081	54	4419919	4419973	uORF
Chr4	AT4G34680.2	+	ATG	5	59	54	16553149	16553203	uORF
Chr5	AT5G13220.4	+	ATG	1043	1097	54	4220833	4220887	dORF
Chr5	AT5G13220.7	+	ATG	1679	1733	54	4220833	4220887	dORF
Chr1	AT1G01730.1	+	ATG	2	56	54	270798	270852	uORF
Chr5	AT5G56170.1	+	ATG	739	793	54	22737167	22737221	dORF
Chr4	AT4G17720.1	-	ATG	1110	1164	54	9862602	9862656	dORF
Chr5	AT5G13220.6	+	ATG	1818	1872	54	4220833	4220887	dORF
Chr5	AT5G43310.5	-	ATG	107	161	54	17385424	17385478	uORF
Chr1	AT1G03860.1	-	ATG	15	69	54	981933	981987	uORF
Chr3	AT3G25585.6	+	ATG	1397	1451	54	9298685	9298739	dORF
Chr5	AT5G14650.2	+	ATG	1600	1654	54	4726455	4726509	dORF
Chr4	AT4G35760.2	-	ATG	1355	1409	54	16942582	16942636	dORF
Chr3	AT3G14870.5	+	ATG	175	229	54	5003406	5003460	uORF
Chr5	AT5G13220.5	+	ATG	1555	1609	54	4220833	4220887	dORF
Chr5	AT5G41610.2	-	ATG	180	234	54	16641598	16641652	uORF
Chr3	AT3G19960.5	+	ATG	3763	3817	54	6956821	6956875	dORF
Chr3	AT3G12920.1	-	ATG	1401	1455	54	4121938	4121992	dORF
Chr3	AT3G09340.1	-	ATG	1667	1721	54	2867989	2868043	dORF
Chr5	AT5G43310.3	-	ATG	86	140	54	17385424	17385478	uORF
Chr2	AT2G32390.4	-	ATG	269	323	54	13751958	13752012	uORF
Chr3	AT3G05380.1	+	ATG	3565	3619	54	1546354	1546408	dORF
Chr4	AT4G32410.1	-	ATG	3745	3799	54	15640911	15640965	dORF
Chr4	AT4G19985.5	-	ATG	1134	1188	54	10830474	10830528	dORF
Chr2	AT2G22910.1	+	ATG	2269	2323	54	9753045	9753099	dORF
Chr5	AT5G66900.2	-	ATG	2711	2765	54	26714796	26714850	dORF
Chr5	AT5G67170.1	+	ATG	1252	1306	54	26801904	26801958	dORF
Chr5	AT5G67100.2	+	ATG	5300	5354	54	26785948	26786002	dORF
Chr1	AT1G07310.1	-	ATG	29	83	54	2248878	2248932	uORF
Chr5	AT5G13310.2	+	ATG	1224	1278	54	4265029	4265645	dORF
Chr2	AT2G03500.1	+	ATG	29	83	54	1059573	1059627	uORF
Chr2	AT2G34920.2	-	ATG	28	82	54	14731173	14731227	uORF
Chr4	AT4G31320.1	-	ATG	824	878	54	15193787	15193841	dORF
Chr1	AT1G21390.1	-	ATG	1154	1208	54	7489172	7489226	dORF
Chr2	AT2G42510.4	+	ATG	1690	1744	54	17703507	17703561	dORF
Chr3	AT3G13050.2	+	ATG	61	115	54	4176475	4176529	uORF
Chr3	AT3G14870.3	+	ATG	888	942	54	5003794	5003848	uORF
Chr5	AT5G35050.1	-	ATG	736	790	54	13311064	13311118	dORF
Chr5	AT5G41690.3	-	ATG	603	657	54	16674302	16674356	uORF
Chr5	AT5G39660.2	+	ATG	1950	2004	54	15881396	15881450	dORF
Chr3	AT3G54950.1	-	ATG	2261	2315	54	20359013	20359067	dORF
Chr2	AT2G26850.2	-	ATG	1485	1539	54	11449313	11449367	dORF
Chr3	AT3G63450.3	-	ATG	22	76	54	23429280	23429334	uORF
Chr2	AT2G32390.6	-	ATG	190	244	54	13751958	13752012	uORF
Chr3	AT3G05840.1	+	ATG	1802	1856	54	1743021	1743075	dORF
Chr2	AT2G32390.5	-	ATG	269	323	54	13751958	13752012	uORF
Chr2	AT2G27370.1	-	ATG	921	975	54	11708541	11708595	dORF
Chr5	AT5G55850.3	+	ATG	851	905	54	22605146	22605200	dORF
Chr5	AT5G41690.2	-	ATG	810	864	54	16674302	16674356	uORF
Chr1	AT1G23330.1	-	ATG	2086	2140	54	8279674	8279728	dORF
Chr2	AT2G32390.3	-	ATG	269	323	54	13751958	13752012	uORF
Chr3	AT3G61850.2	+	ATG	1568	1622	54	22897170	22897224	dORF
Chr1	AT1G56520.4	-	ATG	3538	3592	54	21174784	21174838	dORF
Chr1	AT1G23330.2	-	ATG	2171	2225	54	8279674	8279728	dORF
Chr3	AT3G05840.2	+	ATG	1530	1584	54	1743021	1743075	dORF
Chr2	AT2G24650.1	-	ATG	5	59	54	10487690	10487744	uORF
Chr5	AT5G14650.1	+	ATG	1537	1591	54	4726455	4726509	dORF
Chr2	AT2G28560.5	-	ATG	1328	1382	54	12236017	12236071	dORF
Chr1	AT1G76990.5	+	ATG	555	609	54	28932913	28932967	uORF
Chr5	AT5G64850.1	+	ATG	591	645	54	25923101	25923155	dORF
Chr2	AT2G02970.1	-	ATG	2075	2129	54	865218	865272	dORF
Chr2	AT2G26850.1	-	ATG	1498	1552	54	11449313	11449367	dORF
Chr2	AT2G24650.2	-	ATG	18	72	54	10487690	10487744	uORF
Chr5	AT5G13310.1	+	ATG	1830	1884	54	4265627	4265681	dORF
Chr2	AT2G24650.3	-	ATG	29	83	54	10487690	10487744	uORF
Chr4	AT4G12670.2	+	ATG	2197	2251	54	7474814	7474868	dORF
Chr2	AT2G24650.4	-	ATG	18	72	54	10487690	10487744	uORF
Chr2	AT2G24650.5	-	ATG	18	72	54	10487690	10487744	uORF
Chr5	AT5G43310.2	-	ATG	118	172	54	17385424	17385478	uORF
Chr2	AT2G01910.1	+	ATG	578	632	54	416598	416652	uORF
Chr4	AT4G35030.4	+	ATG	520	574	54	16675896	16675950	uORF
Chr1	AT1G76990.5	+	ATG	303	357	54	28932661	28932715	uORF
Chr2	AT2G24650.7	-	ATG	17	71	54	10487690	10487744	uORF
Chr3	AT3G13050.3	+	ATG	24	78	54	4176475	4176529	uORF
Chr3	AT3G47590.1	-	ATG	1022	1076	54	17536051	17536105	dORF
Chr2	AT2G22660.3	+	ATG	2379	2433	54	9630902	9630956	dORF
Chr2	AT2G27290.1	-	ATG	45	99	54	11679820	11679874	uORF
Chr2	AT2G28760.1	-	ATG	1450	1504	54	12336192	12336246	dORF
Chr3	AT3G21430.2	-	ATG	3824	3878	54	7544076	7544130	dORF
Chr3	AT3G61700.2	+	ATG	1901	1955	54	22839038	22839092	dORF
Chr5	AT5G40810.2	+	ATG	1447	1501	54	16342382	16342436	dORF
Chr1	AT1G71890.1	+	ATG	1723	1777	54	27060646	27060700	dORF
Chr4	AT4G13040.3	+	ATG	1259	1313	54	7615828	7615882	dORF
Chr5	AT5G14490.2	-	ATG	1324	1378	54	4670473	4670527	dORF
Chr4	AT4G35040.2	+	ATG	203	257	54	16680411	16680465	uORF
Chr2	AT2G27310.1	-	ATG	176	230	54	11685112	11685166	uORF
Chr1	AT1G02960.6	-	ATG	1660	1714	54	666925	666979	dORF
Chr2	AT2G37150.14	-	ATG	2258	2312	54	15606212	15606266	uORF
Chr1	AT1G01060.5	-	ATG	255	309	54	37562	37616	uORF
Chr1	AT1G02960.5	-	ATG	1675	1729	54	666925	666979	dORF
Chr4	AT4G35040.1	+	ATG	203	257	54	16680411	16680465	uORF
Chr1	AT1G09840.10	-	ATG	39	93	54	3199553	3199607	uORF
Chr4	AT4G12030.4	+	ATG	23	77	54	7210829	7210883	uORF
Chr3	AT3G22110.1	-	ATG	1124	1178	54	7792595	7792649	dORF
Chr2	AT2G02820.3	-	ATG	2808	2862	54	804002	804056	dORF
Chr1	AT1G77500.1	+	ATG	461	515	54	29121686	29121740	uORF
Chr2	AT2G01880.1	-	ATG	1291	1345	54	391421	391475	dORF
Chr5	AT5G23940.1	-	ATG	1749	1803	54	8076456	8076510	dORF
Chr1	AT1G09840.2	-	ATG	152	206	54	3199553	3199607	uORF
Chr2	AT2G37150.14	-	ATG	1754	1808	54	15606716	15606770	uORF
Chr2	AT2G19590.2	-	ATG	219	273	54	8477414	8477468	uORF
Chr3	AT3G62470.1	-	ATG	97	151	54	23108543	23108597	uORF
Chr2	AT2G19590.1	-	ATG	265	319	54	8477414	8477468	uORF
Chr5	AT5G64390.2	+	ATG	3373	3427	54	25747542	25747596	dORF
Chr3	AT3G50640.1	-	ATG	688	742	54	18803877	18803931	dORF
Chr2	AT2G19390.1	-	ATG	54	108	54	8397831	8397885	uORF
Chr4	AT4G12030.3	+	ATG	23	77	54	7210829	7210883	uORF
Chr4	AT4G23490.1	-	ATG	2019	2073	54	12251389	12251443	dORF
Chr2	AT2G02820.1	-	ATG	2957	3011	54	804002	804056	dORF
Chr4	AT4G37860.1	-	ATG	1148	1202	54	17800458	17800512	dORF
Chr5	AT5G03730.1	-	ATG	2694	2748	54	974864	974918	dORF
Chr3	AT3G52960.1	+	ATG	970	1024	54	19640518	19640572	dORF
Chr1	AT1G57790.1	-	ATG	1216	1270	54	21404455	21404509	dORF
Chr2	AT2G37150.15	-	ATG	1723	1777	54	15606716	15606770	uORF
Chr1	AT1G05350.1	-	ATG	237	291	54	1564118	1564172	uORF
Chr3	AT3G63050.1	-	ATG	717	771	54	23297763	23297817	dORF
Chr3	AT3G45830.1	+	ATG	4445	4499	54	16845321	16845375	dORF
Chr3	AT3G13930.1	+	ATG	2161	2215	54	4600374	4600428	dORF
Chr2	AT2G19390.2	-	ATG	7	61	54	8397831	8397885	uORF
Chr4	AT4G17010.1	+	ATG	746	800	54	9577644	9577698	dORF
Chr3	AT3G54970.6	-	ATG	1289	1343	54	20368230	20368284	dORF
Chr2	AT2G27775.1	-	ATG	718	772	54	11842255	11842309	dORF
Chr4	AT4G36480.3	+	ATG	16	70	54	17217924	17217978	uORF
Chr5	AT5G48580.1	-	ATG	365	419	54	19697345	19697399	uORF
Chr1	AT1G48530.1	-	ATG	653	707	54	17943423	17943477	dORF
Chr4	AT4G35810.2	+	ATG	79	133	54	16968833	16968887	uORF
Chr5	AT5G57123.1	-	ATG	780	834	54	23126890	23126944	dORF
Chr1	AT1G20690.1	+	ATG	1406	1460	54	7175843	7175897	dORF
Chr3	AT3G14415.2	+	ATG	1532	1586	54	4820903	4820957	dORF
Chr5	AT5G23380.1	+	ATG	924	978	54	7870116	7870170	dORF
Chr5	AT5G48830.1	-	ATG	1877	1931	54	19800010	19800064	dORF
Chr2	AT2G35550.4	+	ATG	1129	1183	54	14930812	14930866	dORF
Chr3	AT3G14680.1	+	ATG	83	137	54	4934412	4934466	uORF
Chr3	AT3G27260.1	+	ATG	3049	3103	54	10072480	10072534	dORF
Chr1	AT1G45221.1	+	ATG	435	489	54	17139882	17139936	dORF
Chr4	AT4G11800.1	-	ATG	3576	3630	54	7093609	7093663	dORF
Chr3	AT3G04970.2	+	ATG	1382	1436	54	1378355	1378409	dORF
Chr5	AT5G61930.2	-	ATG	1254	1308	54	24865741	24866193	dORF
Chr4	AT4G05150.1	+	ATG	81	135	54	2660236	2660290	uORF
Chr1	AT1G06770.2	-	ATG	617	671	54	2081313	2081367	uORF
Chr5	AT5G64390.3	+	ATG	2859	2913	54	25747542	25747596	dORF
Chr2	AT2G30480.8	-	ATG	29	83	54	12993333	12993387	uORF
Chr3	AT3G58480.1	+	ATG	2019	2073	54	21631964	21632018	dORF
Chr5	AT5G13760.1	+	ATG	2122	2176	54	4444733	4444787	dORF
Chr3	AT3G04970.3	+	ATG	1388	1442	54	1378355	1378409	dORF
Chr1	AT1G80640.1	+	ATG	34	88	54	30311560	30311614	uORF
Chr1	AT1G09575.1	-	ATG	59	113	54	3103063	3103117	uORF
Chr4	AT4G35030.8	+	ATG	195	249	54	16675896	16675950	uORF
Chr1	AT1G20693.1	+	ATG	824	878	54	7178662	7178716	dORF
Chr4	AT4G13040.2	+	ATG	1366	1420	54	7615828	7615882	dORF
Chr2	AT2G37150.13	-	ATG	1817	1871	54	15606716	15606770	uORF
Chr1	AT1G11660.2	+	ATG	2434	2488	54	3924394	3924448	dORF
Chr1	AT1G79500.3	+	ATG	15	69	54	29903367	29903421	uORF
Chr1	AT1G09575.1	-	ATG	124	178	54	3102998	3103052	uORF
Chr1	AT1G56720.4	-	ATG	2063	2117	54	21263467	21263521	dORF
Chr3	AT3G61630.1	+	ATG	1229	1283	54	22806408	22806462	dORF
Chr5	AT5G23380.3	+	ATG	1306	1360	54	7870116	7870170	dORF
Chr1	AT1G79990.2	+	ATG	2972	3026	54	30092022	30092076	dORF
Chr5	AT5G57450.2	-	ATG	1469	1523	54	23273453	23273507	dORF
Chr2	AT2G37150.13	-	ATG	2321	2375	54	15606212	15606266	uORF
Chr3	AT3G05770.1	-	ATG	1265	1319	54	1710241	1710295	dORF
Chr4	AT4G28910.1	-	ATG	1650	1704	54	14264231	14264285	dORF
Chr3	AT3G51730.1	+	ATG	950	1004	54	19188541	19188595	dORF
Chr1	AT1G79990.1	+	ATG	2996	3050	54	30092022	30092076	dORF
Chr1	AT1G11655.1	+	ATG	555	609	54	3919791	3919845	dORF
Chr1	AT1G01060.6	-	ATG	255	309	54	37562	37616	uORF
Chr1	AT1G09840.1	-	ATG	384	438	54	3199553	3199607	uORF
Chr5	AT5G07740.2	-	ATG	5708	5762	54	2458598	2458652	dORF
Chr1	AT1G02960.4	-	ATG	1751	1805	54	666925	666979	dORF
Chr4	AT4G35810.1	+	ATG	79	133	54	16968833	16968887	uORF
Chr3	AT3G50650.1	-	ATG	1902	1956	54	18806287	18806341	dORF
