tid,boss,start_codon_x,start_codon_y,ORF_range_x,ORF_type_x,start_rprofile_x,ORF_range_y,ORF_type_y,start_rprofile_y,tab,odds_ratio,statistical test,result
ENST00000409194.5,tie,ATG,ATG,"[590, 641]",dORF,"[13.0, 0.0, 0.0]","[145, 574]",mORF,"[1751.0, 34.0, 34.0]","[array([[   18,     0,     1],
       [12631,  1427,  1212]]), array([[   18,     1],
       [12631,  2639]])]",3.760540402656145,ChiSquare,"ChiSquareResult(statistic=4.059602345981886, adjusted_pvalue=0.16527995876644846, adjusted_bootstrap_pvalue=0.6298199152542373, adjusted_residuals=array([[ 1.3852481 , -1.39941286, -0.43099573],
       [-1.3852481 ,  1.39941286,  0.43099573]]), adjusted_posthoc_pvalues=[0.23248856243832858, 0.23248856243832858])"
ENST00000409462.1,tie,ATG,ATG,"[151, 157]",uORF,"[25.0, 0.0, 0.0]","[237, 744]",mORF,"[98.0, 12.0, 0.0]","[array([[ 25,   0,   0],
       [528,  24,  21]]), array([[ 25,   1],
       [528,  45]])]",2.1286711898382724,ChiSquare,"ChiSquareResult(statistic=3.999236270388863, adjusted_pvalue=0.16969484340039065, adjusted_bootstrap_pvalue=0.5948704103671706, adjusted_residuals=array([[ 1.45709201, -1.04446276, -0.97446226],
       [-1.45709201,  1.04446276,  0.97446226]]), adjusted_posthoc_pvalues=[0.20882932590481607, 0.20882932590481607])"
ENST00000409512.5,tie,ATG,ATG,"[144, 165]",uORF,"[50.0, 1.0, 0.0]","[178, 1576]",mORF,"[21.8053, 2.97345, 0.0]","[array([[   62,     2,     0],
       [11036,   370,   427]]), array([[   62,     2],
       [11036,   798]])]",2.241464335412242,ChiSquare,"ChiSquareResult(statistic=4.694336685325921, adjusted_pvalue=0.12533964372656015, adjusted_bootstrap_pvalue=0.4873318385650224, adjusted_residuals=array([[ 1.15084236e+00, -8.47456493e-04, -1.54772399e+00],
       [-1.15084236e+00,  8.47456493e-04,  1.54772399e+00]]), adjusted_posthoc_pvalues=[0.3249622810422517, 0.3249622810422517])"
ENST00000409535.6,tie,ATG,ATG,"[88, 100]",uORF,"[58.0, 0.0, 0.0]","[125, 4529]",mORF,"[60.0, 0.0, 0.0]","[array([[ 59,   0,   2],
       [816,  24,  27]]), array([[ 59,   2],
       [816,  51]])]",1.842789104238542,ChiSquare,"ChiSquareResult(statistic=3.3091647834188462, adjusted_pvalue=0.22853186600523281, adjusted_bootstrap_pvalue=0.692842430484037, adjusted_residuals=array([[ 0.84701578, -1.31659064,  0.07137398],
       [-0.84701578,  1.31659064, -0.07137398]]), adjusted_posthoc_pvalues=[0.4773190168843751, 0.4773190168843751])"
ENST00000409606.5,tie,ATG,ATG,"[83, 137]",uORF,"[30.0, 0.0, 0.0]","[319, 3622]",mORF,"[0.0, 0.0, 0.0]","[array([[ 68,   0,   3],
       [691,  49,  56]]), array([[ 68,   3],
       [691, 105]])]",3.4410022291909663,ChiSquare,"ChiSquareResult(statistic=9.820370306026717, adjusted_pvalue=0.012882662510935002, adjusted_bootstrap_pvalue=0.09043026706231454, adjusted_residuals=array([[ 2.19200721, -2.15230382, -0.90082961],
       [-2.19200721,  2.15230382,  0.90082961]]), adjusted_posthoc_pvalues=[0.05163897721076128, 0.05163897721076128])"
ENST00000409645.5,tie,ATG,ATG,"[114, 159]",uORF,"[3.0, 1.0, 0.0]","[252, 2478]",mORF,"[0.0, 0.0, 0.0]","[array([[ 46,   1,   0],
       [559,  25,  50]]), array([[ 46,   1],
       [559,  75]])]",6.162824802915014,ChiSquare,"ChiSquareResult(statistic=8.046368696807559, adjusted_pvalue=0.028803737544306846, adjusted_bootstrap_pvalue=0.1881676808654496, adjusted_residuals=array([[ 2.03818502, -0.62671478, -2.00008374],
       [-2.03818502,  0.62671478,  2.00008374]]), adjusted_posthoc_pvalues=[0.07123213646739879, 0.07123213646739879])"
ENST00000409660.5,tie,ATG,ATG,"[138, 174]",uORF,"[25.0, 0.0, 2.0]","[316, 1234]",mORF,"[3.0, 0.0, 0.0]","[array([[ 25,   0,   2],
       [688,  19,  79]]), array([[ 25,   2],
       [688,  98]])]",1.7794955465685593,ChiSquare,"ChiSquareResult(statistic=1.5588287410796942, adjusted_pvalue=0.4893095806051961, adjusted_bootstrap_pvalue=0.9578082191780821, adjusted_residuals=array([[ 0.78724812, -0.81748997, -0.4509381 ],
       [-0.78724812,  0.81748997,  0.4509381 ]]), adjusted_posthoc_pvalues=[0.5111413668540197, 0.5111413668540197])"
ENST00000409947.5,tie,ATG,ATG,"[234, 255]",uORF,"[14.0, 0.0, 2.0]","[283, 2143]",mORF,"[21.0, 0.0, 0.0]","[array([[ 17,   0,   2],
       [795,  43, 179]]), array([[ 17,   2],
       [795, 222]])]",2.3720556490309184,ChiSquare,"ChiSquareResult(statistic=2.504810776737476, adjusted_pvalue=0.32208617363363284, adjusted_bootstrap_pvalue=0.8101123595505617, adjusted_residuals=array([[ 1.18575021, -0.91549464, -0.8046162 ],
       [-1.18575021,  0.91549464,  0.8046162 ]]), adjusted_posthoc_pvalues=[0.3099818210232178, 0.3099818210232178])"
ENST00000411696.7,tie,ATG,ATG,"[9482, 9701]",dORF,"[0.0, 0.0, 0.0]","[616, 6280]",mORF,"[0.0, 0.0, 0.0]","[array([[ 28,   0,   0],
       [488,  71,  29]]), array([[ 28,   1],
       [488, 100]])]",5.7284533242774245,ChiSquare,"ChiSquareResult(statistic=10.175022470310012, adjusted_pvalue=0.011075459537116644, adjusted_bootstrap_pvalue=0.06504320502749411, adjusted_residuals=array([[ 2.38427233, -1.95484187, -1.20381751],
       [-2.38427233,  1.95484187,  1.20381751]]), adjusted_posthoc_pvalues=[0.03384329052654123, 0.03384329052654123])"
ENST00000411769.1,tie,ATG,ATG,"[331, 379]",uORF,"[15.6821, 0.825372, 0.0]","[501, 1413]",mORF,"[0.825372, 0.0, 0.0]","[array([[  42,    2,    2],
       [1178,  151,   78]]), array([[  42,    4],
       [1178,  230]])]",2.0492864290114143,ChiSquare,"ChiSquareResult(statistic=2.6246767341659787, adjusted_pvalue=0.30711144189261713, adjusted_bootstrap_pvalue=0.7281582952815829, adjusted_residuals=array([[ 1.37872138, -1.38819272, -0.34991901],
       [-1.37872138,  1.38819272,  0.34991901]]), adjusted_posthoc_pvalues=[0.23428908204490423, 0.23428908204490423])"
ENST00000411832.5,tie,ATG,ATG,"[874, 976]",dORF,"[0.0, 0.0, 0.0]","[93, 531]",mORF,"[0.0, 0.0, 0.0]","[array([[ 11,   1,   0],
       [903,  91,  49]]), array([[ 11,   1],
       [903, 140]])]",1.704715898455628,ChiSquare,"ChiSquareResult(statistic=1.158007002737404, adjusted_pvalue=0.5853274313375656, adjusted_bootstrap_pvalue=0.9903211216644052, adjusted_residuals=array([[ 0.5151696 , -0.047795  , -0.76890688],
       [-0.5151696 ,  0.047795  ,  0.76890688]]), adjusted_posthoc_pvalues=[0.6833901850186794, 0.6833901850186794])"
ENST00000411948.7,tie,ATG,ATG,"[474, 501]",dORF,"[12.0, 0.0, 0.0]","[57, 414]",mORF,"[0.27344, 0.455733, 0.0911466]","[array([[ 19,   1,   4],
       [242,  20,   8]]), array([[ 19,   5],
       [242,  28]])]",0.44125687219770476,ChiSquare,"ChiSquareResult(statistic=6.788358043736356, adjusted_pvalue=0.05010277666578307, adjusted_bootstrap_pvalue=0.24695989650711514, adjusted_residuals=array([[-1.55610405, -0.59076463,  3.25150144],
       [ 1.55610405,  0.59076463, -3.25150144]]), adjusted_posthoc_pvalues=[0.17736579308562, 0.17736579308562])"
ENST00000414706.2,tie,ATG,ATG,"[153, 174]",uORF,"[33.0, 0.0, 0.0]","[240, 1512]",mORF,"[8.0, 0.0, 0.0]","[array([[ 40,   2,   0],
       [235,   8,  19]]), array([[ 40,   2],
       [235,  27]])]",2.2930051433990464,ChiSquare,"ChiSquareResult(statistic=6.059470332858517, adjusted_pvalue=0.06886951764196801, adjusted_bootstrap_pvalue=0.3024813895781638, adjusted_residuals=array([[ 1.13534013,  0.57629611, -1.80245803],
       [-1.13534013, -0.57629611,  1.80245803]]), adjusted_posthoc_pvalues=[0.3314597949591367, 0.3314597949591367])"
ENST00000414822.8,tie,ATG,ATG,"[1414, 1639]",dORF,"[5.0, 0.0, 0.0]","[282, 1233]",mORF,"[1.0, 0.0, 0.0]","[array([[  12,    3,    0],
       [2640,  269,  302]]), array([[  12,    3],
       [2640,  571]])]",0.865192172013459,ChiSquare,"ChiSquareResult(statistic=4.547135338901157, adjusted_pvalue=0.1329431679375508, adjusted_bootstrap_pvalue=0.49239798770262716, adjusted_residuals=array([[-0.22402421,  1.61625394, -1.24759161],
       [ 0.22402421, -1.61625394,  1.24759161]]), adjusted_posthoc_pvalues=[0.8676288297128372, 0.8676288297128372])"
ENST00000415149.6,tie,ATG,ATG,"[277, 289]",uORF,"[15.0, 3.0, 0.0]","[327, 3063]",mORF,"[8.0, 0.0, 0.0]","[array([[  30,    3,    0],
       [1191,  103,  175]]), array([[  30,    3],
       [1191,  278]])]",2.333167153808828,ChiSquare,"ChiSquareResult(statistic=8.326870322091354, adjusted_pvalue=0.025353849384613623, adjusted_bootstrap_pvalue=0.1702535983550377, adjusted_residuals=array([[ 1.43252186,  0.46124534, -2.10942749],
       [-1.43252186, -0.46124534,  2.10942749]]), adjusted_posthoc_pvalues=[0.21700025448722216, 0.21700025448722216])"
ENST00000415550.6,tie,ATG,ATG,"[347, 386]",uORF,"[0.0, 0.0, 0.0]","[405, 1527]",mORF,"[72.0, 47.0, 0.0]","[array([[ 11,   0,   3],
       [931, 114,  49]]), array([[ 11,   3],
       [931, 163]])]",0.6422592710409438,ChiSquare,"ChiSquareResult(statistic=7.504731158236074, adjusted_pvalue=0.036412287848275646, adjusted_bootstrap_pvalue=0.15856545961002788, adjusted_residuals=array([[-0.68017037, -1.27521811,  2.97967062],
       [ 0.68017037,  1.27521811, -2.97967062]]), adjusted_posthoc_pvalues=[0.5775757993005713, 0.5775757993005713])"
ENST00000415609.6,tie,ATG,ATG,"[741, 783]",dORF,"[1.0, 0.0, 0.0]","[28, 1297]",mORF,"[19.0, 1.0, 0.0]","[array([[  13,    2,    2],
       [1541,  130,  105]]), array([[  13,    4],
       [1541,  235]])]",0.4958664150342772,ChiSquare,"ChiSquareResult(statistic=1.3501917789812752, adjusted_pvalue=0.5366395419140312, adjusted_bootstrap_pvalue=0.937708719851577, adjusted_residuals=array([[-1.24319847,  0.6984333 ,  1.01381819],
       [ 1.24319847, -0.6984333 , -1.01381819]]), adjusted_posthoc_pvalues=[0.2872241956228091, 0.2872241956228091])"
ENST00000415827.6,tie,ATG,ATG,"[25, 73]",uORF,"[11.0, 0.0, 0.0]","[134, 2351]",mORF,"[0.0, 0.0, 0.0]","[array([[ 15,   0,   1],
       [177,   4,  17]]), array([[ 15,   1],
       [177,  21]])]",1.7757356538572686,ChiSquare,"ChiSquareResult(statistic=0.7573100772628195, adjusted_pvalue=0.7035644460887299, adjusted_bootstrap_pvalue=1.0, adjusted_residuals=array([[ 0.5518632 , -0.57392432, -0.32380364],
       [-0.5518632 ,  0.57392432,  0.32380364]]), adjusted_posthoc_pvalues=[0.6602750972688988, 0.6602750972688988])"
ENST00000415914.4,tie,ATG,ATG,"[24, 81]",uORF,"[2.0, 0.0, 0.0]","[137, 1325]",mORF,"[0.0, 0.0, 0.0]","[array([[  48,   10,    3],
       [1095,  130,   98]]), array([[  48,   13],
       [1095,  228]])]",0.7689668920414645,ChiSquare,"ChiSquareResult(statistic=2.783939200591519, adjusted_pvalue=0.2864458817028996, adjusted_bootstrap_pvalue=0.712295918367347, adjusted_residuals=array([[-0.82114424,  1.6631249 , -0.73085147],
       [ 0.82114424, -1.6631249 ,  0.73085147]]), adjusted_posthoc_pvalues=[0.4914836237455689, 0.4914836237455689])"
ENST00000416801.6,tie,ATG,ATG,"[60, 90]",uORF,"[54.0265, 0.0, 0.0]","[130, 406]",mORF,"[11.0, 0.0, 3.0]","[array([[ 263,   10,    8],
       [1316,   25,   35]]), array([[ 263,   18],
       [1316,   60]])]",0.6663436611715441,ChiSquare,"ChiSquareResult(statistic=3.0843629012525713, adjusted_pvalue=0.2512778771835271, adjusted_bootstrap_pvalue=0.6865494050698396, adjusted_residuals=array([[-1.47511939,  1.85044862,  0.29148143],
       [ 1.47511939, -1.85044862, -0.29148143]]), adjusted_posthoc_pvalues=[0.20303213562750086, 0.20303213562750086])"
ENST00000416904.5,tie,ATG,ATG,"[303, 339]",uORF,"[4.0, 1.0, 0.0]","[423, 1005]",mORF,"[13.0, 0.0, 0.0]","[array([[152,   3,  10],
       [291,  19,  31]]), array([[152,  13],
       [291,  50]])]",2.006495721688345,ChiSquare,"ChiSquareResult(statistic=6.100743056225797, adjusted_pvalue=0.06767250759552583, adjusted_bootstrap_pvalue=0.2847894406033941, adjusted_residuals=array([[ 2.1667366 , -1.94095734, -1.17101397],
       [-2.1667366 ,  1.94095734,  1.17101397]]), adjusted_posthoc_pvalues=[0.054706267243853635, 0.054706267243853635])"
ENST00000417959.4,tie,ATG,ATG,"[189, 240]",uORF,"[9.0, 0.0, 0.0]","[409, 1645]",mORF,"[18.0, 0.0, 0.0]","[array([[ 20,   0,   2],
       [621,   9,  73]]), array([[ 20,   2],
       [621,  82]])]",1.3199934007427663,ChiSquare,"ChiSquareResult(statistic=0.6064227318718894, adjusted_pvalue=0.7555244198447468, adjusted_bootstrap_pvalue=1.0, adjusted_residuals=array([[ 0.37135939, -0.53403218, -0.19612036],
       [-0.37135939,  0.53403218,  0.19612036]]), adjusted_posthoc_pvalues=[0.7717764243715868, 0.7717764243715868])"
ENST00000417959.4,tie,ATG,ATG,"[272, 311]",uORF,"[3.0, 0.0, 0.0]","[409, 1645]",mORF,"[18.0, 0.0, 0.0]","[array([[ 16,   0,   3],
       [621,   9,  73]]), array([[ 16,   3],
       [621,  82]])]",0.7046281950315191,ChiSquare,"ChiSquareResult(statistic=0.9626155528735265, adjusted_pvalue=0.6402440485944491, adjusted_bootstrap_pvalue=0.9907532701849345, adjusted_residuals=array([[-0.55053706, -0.49629994,  0.75757961],
       [ 0.55053706,  0.49629994, -0.75757961]]), adjusted_posthoc_pvalues=[0.6609814602789387, 0.6609814602789387])"
ENST00000417959.4,tie,ATG,ATG,"[384, 405]",uORF,"[0.0, 0.0, 0.0]","[409, 1645]",mORF,"[18.0, 0.0, 0.0]","[array([[ 11,   0,   0],
       [621,   9,  73]]), array([[ 11,   1],
       [621,  82]])]",1.4518366572382477,ChiSquare,"ChiSquareResult(statistic=2.706089885645744, adjusted_pvalue=0.296330910139291, adjusted_bootstrap_pvalue=0.7555165496489469, adjusted_residuals=array([[ 1.20397141, -0.37765434, -1.12797689],
       [-1.20397141,  0.37765434,  1.12797689]]), adjusted_posthoc_pvalues=[0.30252097218373414, 0.30252097218373414])"
ENST00000418555.6,tie,ATG,ATG,"[41, 71]",uORF,"[11.0, 0.0, 0.0]","[108, 1545]",mORF,"[0.0, 0.0, 0.0]","[array([[ 16,   1,   0],
       [796,  72, 155]]), array([[ 16,   1],
       [796, 227]])]",4.558627388086474,ChiSquare,"ChiSquareResult(statistic=5.677552085752645, adjusted_pvalue=0.08173973668726767, adjusted_bootstrap_pvalue=0.3468033775633293, adjusted_residuals=array([[ 1.61181495, -0.18500173, -1.73979279],
       [-1.61181495,  0.18500173,  1.73979279]]), adjusted_posthoc_pvalues=[0.1619112437865807, 0.1619112437865807])"
ENST00000419525.5,tie,ATG,ATG,"[871, 898]",dORF,"[2.0, 0.0, 0.0]","[95, 356]",mORF,"[0.0, 1.0, 0.0]","[array([[  8,   0,   3],
       [123,  25,   6]]), array([[  8,   3],
       [123,  31]])]",0.6738718874508154,ChiSquare,"ChiSquareResult(statistic=9.13637121780606, adjusted_pvalue=0.017561862681632623, adjusted_bootstrap_pvalue=0.08594917787742899, adjusted_residuals=array([[-0.56584246, -1.45072114,  3.29835124],
       [ 0.56584246,  1.45072114, -3.29835124]]), adjusted_posthoc_pvalues=[0.6523335102940615, 0.6523335102940615])"
ENST00000420410.6,tie,ATG,ATG,"[7804, 7822]",dORF,"[0.709317, 0.0, 0.0]","[200, 2039]",mORF,"[0.0, 0.0, 0.0]","[array([[  15,    4,    2],
       [2620,  241,  165]]), array([[  15,    6],
       [2620,  406]])]",0.387569629262139,ChiSquare,"ChiSquareResult(statistic=3.403847274706351, adjusted_pvalue=0.2195626300863147, adjusted_bootstrap_pvalue=0.6965038560411311, adjusted_residuals=array([[-2.02385543,  1.86136995,  0.81683449],
       [ 2.02385543, -1.86136995, -0.81683449]]), adjusted_posthoc_pvalues=[0.07331756900249062, 0.07331756900249062])"
ENST00000420696.7,tie,ATG,ATG,"[224, 260]",uORF,"[5.0, 0.0, 0.0]","[639, 1932]",mORF,"[36.0, 9.0, 0.0]","[array([[  31,    7,    3],
       [3309,  210,  149]]), array([[  31,   10],
       [3309,  359]])]",0.3364734108842706,ChiSquare,"ChiSquareResult(statistic=7.7558870358510426, adjusted_pvalue=0.032673852222860546, adjusted_bootstrap_pvalue=0.18125, adjusted_residuals=array([[-3.10661561,  3.07883618,  1.04546812],
       [ 3.10661561, -3.07883618, -1.04546812]]), adjusted_posthoc_pvalues=[0.004809472671721867, 0.004809472671721867])"
ENST00000420826.7,tie,ATG,ATG,"[586, 622]",dORF,"[4.0, 0.0, 0.0]","[125, 413]",mORF,"[2082.0, 22.0, 0.0]","[array([[    9,     0,     2],
       [12541,   676,  1126]]), array([[    9,     2],
       [12541,  1802]])]",0.6466221875881721,ChiSquare,"ChiSquareResult(statistic=2.1623808569713403, adjusted_pvalue=0.37291608726945236, adjusted_bootstrap_pvalue=0.8861987753179463, adjusted_residuals=array([[-0.56190093, -0.73760672,  1.27288428],
       [ 0.56190093,  0.73760672, -1.27288428]]), adjusted_posthoc_pvalues=[0.6550704879780994, 0.6550704879780994])"
ENST00000420993.7,tie,ATG,ATG,"[26, 53]",uORF,"[15.0, 0.0, 0.0]","[114, 1932]",mORF,"[21.0, 4.0, 0.0]","[array([[  65,    0,    3],
       [3096,  248,  134]]), array([[  65,    3],
       [3096,  382]])]",2.672829719926234,ChiSquare,"ChiSquareResult(statistic=9.97128570017198, adjusted_pvalue=0.012093369018211777, adjusted_bootstrap_pvalue=0.08594917787742899, adjusted_residuals=array([[ 1.72510055, -2.28328197,  0.23686876],
       [-1.72510055,  2.28328197, -0.23686876]]), adjusted_posthoc_pvalues=[0.13249592024288065, 0.13249592024288065])"
ENST00000421276.6,tie,ATG,ATG,"[278, 296]",uORF,"[34.0, 0.0, 0.0]","[400, 1675]",mORF,"[133.0, 0.0, 0.0]","[array([[  89,    3,    9],
       [1829,  124,  338]]), array([[  89,   12],
       [1829,  462]])]",1.873019101295908,ChiSquare,"ChiSquareResult(statistic=4.715835335844887, adjusted_pvalue=0.12420853616108309, adjusted_bootstrap_pvalue=0.4289260969976905, adjusted_residuals=array([[ 2.04416523, -1.07126447, -1.63170082],
       [-2.04416523,  1.07126447,  1.63170082]]), adjusted_posthoc_pvalues=[0.07037041993870395, 0.07037041993870395])"
ENST00000421276.6,tie,ATG,ATG,"[306, 312]",uORF,"[24.0, 3.0, 0.0]","[400, 1675]",mORF,"[133.0, 0.0, 0.0]","[array([[  25,    3,    0],
       [1829,  124,  338]]), array([[  25,    3],
       [1829,  462]])]",2.104439993949465,ChiSquare,"ChiSquareResult(statistic=9.620387078646033, adjusted_pvalue=0.01405585199830791, adjusted_bootstrap_pvalue=0.08473684210526317, adjusted_residuals=array([[ 1.24155236,  1.22558464, -2.19903913],
       [-1.24155236, -1.22558464,  2.19903913]]), adjusted_posthoc_pvalues=[0.2877036546268715, 0.2877036546268715])"
ENST00000425013.6,tie,ATG,ATG,"[1267, 1291]",dORF,"[23.0, 0.0, 0.0]","[225, 2826]",mORF,"[5.0, 0.0, 0.0]","[array([[  23,    0,    2],
       [1879,  129,  178]]), array([[  23,    2],
       [1879,  307]])]",1.8784976876677493,ChiSquare,"ChiSquareResult(statistic=3.037108049022693, adjusted_pvalue=0.256630283134867, adjusted_bootstrap_pvalue=0.7131873727087575, adjusted_residuals=array([[ 0.86660934, -1.25168137, -0.02594793],
       [-0.86660934,  1.25168137,  0.02594793]]), adjusted_posthoc_pvalues=[0.4676982705473579, 0.4676982705473579])"
ENST00000425118.5,tie,ATG,ATG,"[88, 121]",uORF,"[0.0, 0.0, 0.0]","[131, 1253]",mORF,"[0.0, 0.0, 0.0]","[array([[  75,    3,    6],
       [2514,  243,  238]]), array([[  75,    9],
       [2514,  481]])]",1.5941977051254328,ChiSquare,"ChiSquareResult(statistic=2.9898929178165923, adjusted_pvalue=0.2622264395547872, adjusted_bootstrap_pvalue=0.6786493506493505, adjusted_residuals=array([[ 1.32096928, -1.51428693, -0.26895306],
       [-1.32096928,  1.51428693,  0.26895306]]), adjusted_posthoc_pvalues=[0.2553432742876614, 0.2553432742876614])"
ENST00000425707.7,tie,ATG,ATG,"[444, 468]",uORF,"[0.0, 0.0, 0.0]","[526, 1624]",mORF,"[9.0, 0.0, 0.0]","[array([[ 16,   0,   3],
       [910,  12,  19]]), array([[ 16,   3],
       [910,  31]])]",0.18238553939004448,ChiSquare,"ChiSquareResult(statistic=7.563650903633114, adjusted_pvalue=0.03549895373957475, adjusted_bootstrap_pvalue=0.09934114202049779, adjusted_residuals=array([[-2.91744194, -0.49534075,  3.97136033],
       [ 2.91744194,  0.49534075, -3.97136033]]), adjusted_posthoc_pvalues=[0.008481769113255096, 0.008481769113255096])"
ENST00000426077.3,tie,ATG,ATG,"[12, 108]",uORF,"[3.0, 0.0, 0.0]","[424, 1477]",mORF,"[32.0, 0.0, 0.0]","[array([[  14,    1,    0],
       [1124,   31,  218]]), array([[  14,    1],
       [1124,  249]])]",3.0996873899347976,ChiSquare,"ChiSquareResult(statistic=5.794260886339731, adjusted_pvalue=0.07774474205220826, adjusted_bootstrap_pvalue=0.31991421568627454, adjusted_residuals=array([[ 1.14961545,  1.13160498, -1.68089432],
       [-1.14961545, -1.13160498,  1.68089432]]), adjusted_posthoc_pvalues=[0.3252737399501395, 0.3252737399501395])"
ENST00000426130.6,tie,ATG,ATG,"[181, 205]",uORF,"[10.0, 0.0, 0.0]","[780, 1560]",mORF,"[0.0, 0.0, 0.0]","[array([[  14,    1,    0],
       [1444,   59,  159]]), array([[  14,    1],
       [1444,  218]])]",2.1128574007962393,ChiSquare,"ChiSquareResult(statistic=3.248330509339401, adjusted_pvalue=0.23485754628802824, adjusted_bootstrap_pvalue=0.6998975409836065, adjusted_residuals=array([[ 0.73805821,  0.64698733, -1.2590974 ],
       [-0.73805821, -0.64698733,  1.2590974 ]]), adjusted_posthoc_pvalues=[0.5406339325638247, 0.5406339325638247])"
ENST00000426902.5,tie,ATG,ATG,"[42, 93]",uORF,"[9.0, 0.0, 0.0]","[258, 1704]",mORF,"[11.0, 0.0, 0.0]","[array([[ 65,  16,   1],
       [453,  86,  41]]), array([[ 65,  17],
       [453, 127]])]",1.071827891654755,ChiSquare,"ChiSquareResult(statistic=6.536080886794425, adjusted_pvalue=0.05603726450845612, adjusted_bootstrap_pvalue=0.2630241423125794, adjusted_residuals=array([[ 0.23931599,  1.09983911, -2.03397077],
       [-0.23931599, -1.09983911,  2.03397077]]), adjusted_posthoc_pvalues=[0.8574617523867878, 0.8574617523867878])"
ENST00000426902.5,tie,ATG,ATG,"[79, 88]",uORF,"[14.0, 0.0, 0.0]","[258, 1704]",mORF,"[11.0, 0.0, 0.0]","[array([[ 14,   0,   0],
       [453,  86,  41]]), array([[ 14,   1],
       [453, 127]])]",3.918982995948496,ChiSquare,"ChiSquareResult(statistic=6.826770311016739, adjusted_pvalue=0.049293042004126326, adjusted_bootstrap_pvalue=0.2534272901985906, adjusted_residuals=array([[ 1.97463424, -1.55797546, -1.0310331 ],
       [-1.97463424,  1.55797546,  1.0310331 ]]), adjusted_posthoc_pvalues=[0.08110382605448303, 0.08110382605448303])"
ENST00000426902.5,tie,ATG,ATG,"[195, 228]",uORF,"[21.0, 0.0, 0.0]","[258, 1704]",mORF,"[11.0, 0.0, 0.0]","[array([[ 22,   0,   0],
       [453,  86,  41]]), array([[ 22,   1],
       [453, 127]])]",6.156980650630984,ChiSquare,"ChiSquareResult(statistic=10.646565889680494, adjusted_pvalue=0.00891183436136965, adjusted_bootstrap_pvalue=0.05704, adjusted_residuals=array([[ 2.47087426, -1.95083242, -1.29183214],
       [-2.47087426,  1.95083242,  1.29183214]]), adjusted_posthoc_pvalues=[0.027777899950776695, 0.027777899950776695])"
ENST00000427980.7,tie,ATG,ATG,"[253, 325]",uORF,"[0.0, 0.0, 0.0]","[308, 2378]",mORF,"[2.0, 1.0, 0.0]","[array([[  9,   2,   1],
       [234,   5,  19]]), array([[  9,   3],
       [234,  24]])]",0.30971284364218216,ChiSquare,"ChiSquareResult(statistic=4.879031386576939, adjusted_pvalue=0.11573402817256911, adjusted_bootstrap_pvalue=0.37673590504451043, adjusted_residuals=array([[-1.77187327,  3.13847992,  0.12529036],
       [ 1.77187327, -3.13847992, -0.12529036]]), adjusted_posthoc_pvalues=[0.12171459274595513, 0.12171459274595513])"
ENST00000428288.2,tie,ATG,ATG,"[1007, 1067]",dORF,"[5.0, 0.0, 0.0]","[80, 200]",mORF,"[19.0, 0.0, 13.0]","[array([[ 11,   0,   0],
       [126,  24,  13]]), array([[ 11,   1],
       [126,  37]])]",3.2145056199754194,ChiSquare,"ChiSquareResult(statistic=5.456945528863311, adjusted_pvalue=0.09017625046100641, adjusted_bootstrap_pvalue=0.3887514723203769, adjusted_residuals=array([[ 1.78081064, -1.37068341, -0.97372406],
       [-1.78081064,  1.37068341,  0.97372406]]), adjusted_posthoc_pvalues=[0.11970124774752479, 0.11970124774752479])"
ENST00000428670.8,tie,ATG,ATG,"[221, 260]",uORF,"[39.0, 0.0, 0.0]","[464, 4127]",mORF,"[5.0, 0.0, 0.0]","[array([[  43,    3,    6],
       [3607,  155,  206]]), array([[  43,    9],
       [3607,  361]])]",0.47829215460139207,ChiSquare,"ChiSquareResult(statistic=3.7202044070056974, adjusted_pvalue=0.1913471181473284, adjusted_bootstrap_pvalue=0.6136606189967982, adjusted_residuals=array([[-2.034659  ,  0.68686949,  2.0344536 ],
       [ 2.034659  , -0.68686949, -2.0344536 ]]), adjusted_posthoc_pvalues=[0.071731906578903, 0.071731906578903])"
ENST00000428670.8,tie,ATG,ATG,"[280, 325]",uORF,"[12.0, 0.0, 0.0]","[464, 4127]",mORF,"[5.0, 0.0, 0.0]","[array([[ 105,    9,    7],
       [3607,  155,  206]]), array([[ 105,   16],
       [3607,  361]])]",0.6568750378250308,ChiSquare,"ChiSquareResult(statistic=3.2323396063677876, adjusted_pvalue=0.23588731550143646, adjusted_bootstrap_pvalue=0.6370721432332808, adjusted_residuals=array([[-1.54516222,  1.95046115,  0.2894631 ],
       [ 1.54516222, -1.95046115, -0.2894631 ]]), adjusted_posthoc_pvalues=[0.1805559492322634, 0.1805559492322634])"
ENST00000429490.5,tie,ATG,ATG,"[283, 298]",uORF,"[6.0, 0.0, 0.0]","[954, 1614]",mORF,"[3.0, 0.0, 0.0]","[array([[  9,   0,   3],
       [519,  46, 195]]), array([[  9,   3],
       [519, 241]])]",1.3925034010241455,ChiSquare,"ChiSquareResult(statistic=1.5187219936979681, adjusted_pvalue=0.4969161285829085, adjusted_bootstrap_pvalue=0.949239981575311, adjusted_residuals=array([[ 0.49607893, -0.87882638, -0.05178142],
       [-0.49607893,  0.87882638,  0.05178142]]), adjusted_posthoc_pvalues=[0.6933993536240979, 0.6933993536240979])"
